Bird Species,Distance Bin,Date,Time,Coordinates,Location,Habitat Type,Time Period,Group Name,Remarks
"Small bird w white belly, red throat, black back",1,2nd Mar (Friday),1430,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, opposite University Hall",Urban,1430-1440,Pacific Swallow,
"Small bird w white belly, red throat, black back",1,2nd Mar (Friday),1430,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, opposite University Hall",Urban,1430-1440,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),1441,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, field @ track",Urban,1441-1451,Pacific Swallow,
Javan Myna,Flyby,2nd Mar (Friday),1441,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, field @ track",Urban,1441-1451,Pacific Swallow,
Javan Myna,Flyby,2nd Mar (Friday),1441,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, field @ track",Urban,1441-1451,Pacific Swallow,
Yellow-vented Bulbul,Heard,2nd Mar (Friday),1441,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, field @ track",Urban,1441-1451,Pacific Swallow,
"""Chweet chweet"" then 4 secs pause, repeat",Heard,2nd Mar (Friday),1441,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, field @ track",Urban,1441-1451,Pacific Swallow,
"""Chweet chweet"" then 4 secs pause, repeat",Heard,2nd Mar (Friday),1441,Latitude: 1.297 | Longitude: 103.778,"Lower Kent Ridge Road, field @ track",Urban,1441-1451,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),1500,Latitude: 1.302 | Longitude: 103.775,"Lower Kent Ridge Road, USC opposite 7-11",Urban,1500-1510,Pacific Swallow,
Javan Myna,Flyby,2nd Mar (Friday),1500,Latitude: 1.302 | Longitude: 103.775,"Lower Kent Ridge Road, USC opposite 7-11",Urban,1500-1510,Pacific Swallow,
Rock Pigeon,Heard,2nd Mar (Friday),1500,Latitude: 1.302 | Longitude: 103.775,"Lower Kent Ridge Road, USC opposite 7-11",Urban,1500-1510,Pacific Swallow,
Rock Pigeon,Heard,2nd Mar (Friday),1500,Latitude: 1.302 | Longitude: 103.775,"Lower Kent Ridge Road, USC opposite 7-11",Urban,1500-1510,Pacific Swallow,
Bird that makes a low-pitched quack,Heard,2nd Mar (Friday),1500,Latitude: 1.302 | Longitude: 103.775,"Lower Kent Ridge Road, USC opposite 7-11",Urban,1500-1510,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),806,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),806,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),806,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Yellow-vented Bulbul,Flyby,2nd Mar (Friday),808,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Yellow-vented Bulbul,Flyby,2nd Mar (Friday),808,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Javan Myna,2,2nd Mar (Friday),808,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Javan Myna,2,2nd Mar (Friday),808,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),813,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0815,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),813,Latitude: 1.307 | Longitude: 103.773,"In between ERC, YNC and Cinnamon ",Garden,0805-0816,Pacific Swallow,
Black-naped Oriole,Heard,2nd Mar (Friday),819,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),822,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),822,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),822,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),823,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),823,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Black-naped Oriole,1,2nd Mar (Friday),823,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),824,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Eurasian Tree Sparrow ,Flyby,2nd Mar (Friday),828,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Eurasian Tree Sparrow ,Flyby,2nd Mar (Friday),828,Latitute : 1.306 | Longitute: 103.773,Right outside of Cinnamon College ,Urban,0818-0828,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),842,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),842,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),848,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),848,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Javan Myna,Flyby,2nd Mar (Friday),848,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Javan Myna,Flyby,2nd Mar (Friday),848,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),848,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Olive-backed Sunbird,2,2nd Mar (Friday),850,Latitute : 1.308 | Longitute: 103.772,Yale NUS College,Urban,0842-0852,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),902,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),902,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),905,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),905,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Eurasian Tree Sparrow ,2,2nd Mar (Friday),906,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Eurasian Tree Sparrow ,2,2nd Mar (Friday),906,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),911,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),911,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),911,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),911,Latitute : 1.305 | Longitute: 103.773,"Utown Green, Places with steps after pizza hut",Urban,0901-0911,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),915,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),915,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),915,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Javan Myna,2,2nd Mar (Friday),916,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Javan Myna,2,2nd Mar (Friday),916,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Yellow-vented Bulbul,Flyby,2nd Mar (Friday),917,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Yellow-vented Bulbul,Flyby,2nd Mar (Friday),917,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),920,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Yellow-vented Bulbul,1,2nd Mar (Friday),920,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Olive-backed Sunbird,Heard,2nd Mar (Friday),922,Latitute : 1.304 | Longitute: 103.773,"CREATE Tower, before turning away from Utown Green",Urban,0913-0923,Pacific Swallow,
Black-naped Oriole,Heard,2nd Mar (Friday),918,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),919,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),919,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Javan Myna,2,2nd Mar (Friday),920,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Javan Myna,2,2nd Mar (Friday),920,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Javan Myna,2,2nd Mar (Friday),920,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Rock Pigeon,1,2nd Mar (Friday),920,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Rock Pigeon,1,2nd Mar (Friday),920,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),925,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),925,Latitute : 1.305 | Longitute: 103.774,Road along the back of Utown Residence and the few resturants ,Urban,0917-0927,Pacific Swallow,
Yellow-vented Bulbul,Flyby,2nd Mar (Friday),940,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Yellow-vented Bulbul,Flyby,2nd Mar (Friday),940,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),940,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Yellow-vented Bulbul,2,2nd Mar (Friday),940,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),941,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),941,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),945,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),945,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Javan Myna,1,2nd Mar (Friday),945,Latitute : 1.308| Longitute: 103.773,"Up the steps of RC4, zebra crossing area",Urban,0938-0948,Pacific Swallow,
Black-naped Oriole,1,1st Mar (Thursday),906,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Swiftlet,Flyby,1st Mar (Thursday),907,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Swiftlet,Flyby,1st Mar (Thursday),907,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Swiftlet,Flyby,1st Mar (Thursday),907,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Swiftlet,Flyby,1st Mar (Thursday),907,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Yellow-vented Bulbul,1,1st Mar (Thursday),907,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Olive-backed Sunbird,1,1st Mar (Thursday),908,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Olive-backed Sunbird,1,1st Mar (Thursday),908,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Olive-backed Sunbird,,1st Mar (Thursday),908,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Olive-backed Sunbird,1,1st Mar (Thursday),908,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Yellow-vented Bulbul,Flyby,1st Mar (Thursday),910,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Yellow-vented Bulbul,Flyby,1st Mar (Thursday),910,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Olive-backed Sunbird,1,1st Mar (Thursday),915,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Olive-backed Sunbird,1,1st Mar (Thursday),915,"Latitutde: 1.301714, Longitude103.771106","Opposite Kent Ridge residences, zebra crossing area, east of the University Cultural Centre",Urban,0906-0916,Crimson Sunbird,
Rock Pigeon,1,1st Mar (Thursday),935,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Rock Pigeon,1,1st Mar (Thursday),935,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Javan Myna,1,1st Mar (Thursday),935,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,near rubbish bin
Javan Myna,1,1st Mar (Thursday),936,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,near rubbish bin
Javan Myna,3,1st Mar (Thursday),938,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,roof top of block
Javan Myna,3,1st Mar (Thursday),938,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,roof top of blcok
Javan Myna,3,1st Mar (Thursday),938,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,roof top of block
Javan Myna,3,1st Mar (Thursday),938,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,roof top of block
Black-naped Oriole,2,1st Mar (Thursday),940,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Olive-backed Sunbird,2,1st Mar (Thursday),941,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Asian Glossy Starling,2,1st Mar (Thursday),942,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Asian Glossy Starling,2,1st Mar (Thursday),942,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Asian Glossy Starling,2,1st Mar (Thursday),942,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Asian Glossy Starling,2,1st Mar (Thursday),942,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Asian Glossy Starling,2,1st Mar (Thursday),942,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Asian Glossy Starling,2,1st Mar (Thursday),942,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Rock Pigeon,3,1st Mar (Thursday),943,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,roof top of block
Rock Pigeon,3,1st Mar (Thursday),943,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,roof top of block
Javan Myna,1,1st Mar (Thursday),945,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Javan Myna,1,1st Mar (Thursday),945,"Latitude: 1.297761, Longtitude: 103.770152",Near rubbish bins and construction work/lab drilling at SDE and the back of Engine,Urban,935-945,Crimson Sunbird,
Javan Myna,2,2nd March (Friday),8:47,"1°30'76.3""N 103°77'28.3""E","Outside of CAPT Building, Utown",Urban (Tree),8:45-8:55,Crimson Sunbird,
Yellow-vented bulbul,2,2nd March (Friday),8:50,"1°30'76.3""N 103°77'28.3""E","Outside of CAPT Building, Utown",Urban (Rooftop),8:45-8:55,Crimson Sunbird,
Yellow-vented bulbul,2,2nd March (Friday),8:50,"1°30'76.3""N 103°77'28.3""E","Outside of CAPT Building, Utown",Urban (Rooftop),8:45-8:55,Crimson Sunbird,
Javan Myna,2,2nd March (Friday),8:50,"1°30'76.3""N 103°77'28.3""E","Outside of CAPT Building, Utown",Urban,8:45-8:55,Crimson Sunbird,
Olive-backed sunbird,1,2nd March (Friday),8:52,"1°30'76.3""N 103°77'28.3""E","Outside of CAPT Building, Utown",Urban (Tree),8:45-8:55,Crimson Sunbird,
Swiftlet,Flyby,2nd March (Friday),8:53,"1°30'76.3""N 103°77'28.3""E","Outside of CAPT Building, Utown",NA,8:45-8:55,Crimson Sunbird,
Yellow-vented bulbul,1,2nd March (Friday),8:53,"1°30'76.3""N 103°77'28.3""E","Outside of CAPT Building, Utown",Urban (Tree),8:45-8:55,Crimson Sunbird,
Yellow-vented bulbul,1,2nd March (Friday),9:06,"1°30'84.3""N 103°77'25.5""E",Field in front of Yale-NUS facing Dover Road,Urban (Tree),9:05-9:15,Crimson Sunbird,
Yellow-vented bulbul,1,2nd March (Friday),9:06,"1°30'84.3""N 103°77'25.5""E",Field in front of Yale-NUS facing Dover Road,Urban (Tree),9:05-9:15,Crimson Sunbird,
